#{"t_start": 1689670342.490318, "env_id": null}
r,l,t
2.597394,22,7.769352
-1.216411,17,12.305887
5.974417,25,18.838291
-1.364862,20,23.937479
3.967456,33,32.825398
2.319791,40,43.056951
-1.654073,29,51.054101
3.430768,26,57.502913
-0.016559,14,61.258652
-0.022396,15,65.177467
-1.030372,20,70.339634
3.228033,21,75.639712
1.702248,34,84.335838
0.236376,19,89.357184
3.061177,28,96.511005
-0.459045,20,101.597742
2.544362,22,107.573326
