#{"t_start": 1689670341.99975, "env_id": null}
r,l,t
7.166684,42,13.50988
1.224021,25,20.137852
3.248856,32,28.504932
-0.167115,17,32.839468
-1.557703,27,40.092232
1.811974,25,46.757288
1.260717,16,50.809229
7.336322,46,62.799081
9.237134,36,72.042909
1.25863,31,79.914103
3.940085,28,87.196665
0.286756,24,93.35576
1.103728,28,100.41998
0.955034,21,105.988244
