CMDLINE python train.py -v -ex linux_build/ml-racing -tb -st 4 -n 6 -c
MEM 3.445312 1690267153.9766
MEM 38.734375 1690267154.0769
MEM 133.269531 1690267154.1770
MEM 186.386719 1690267154.2772
MEM 233.863281 1690267154.3774
MEM 301.925781 1690267154.4777
MEM 315.277344 1690267154.5779
MEM 331.265625 1690267154.6782
MEM 346.226562 1690267154.7785
MEM 365.371094 1690267154.8787
MEM 380.820312 1690267154.9790
MEM 384.082031 1690267155.0793
MEM 384.082031 1690267155.1799
MEM 395.593750 1690267155.2802
MEM 422.683594 1690267155.3805
MEM 434.152344 1690267155.4807
MEM 444.574219 1690267155.5810
MEM 455.855469 1690267155.6813
MEM 473.515625 1690267155.7815
MEM 477.902344 1690267155.8818
MEM 472.886719 1690267155.9820
MEM 472.886719 1690267156.0823
MEM 472.886719 1690267156.1826
MEM 472.886719 1690267156.2828
MEM 472.886719 1690267156.3831
MEM 472.886719 1690267156.4833
MEM 472.886719 1690267156.5836
MEM 472.886719 1690267156.6839
MEM 472.886719 1690267156.7841
MEM 472.886719 1690267156.8844
MEM 472.886719 1690267156.9847
MEM 472.886719 1690267157.0849
MEM 472.886719 1690267157.1852
MEM 472.886719 1690267157.2854
MEM 472.886719 1690267157.3857
MEM 472.886719 1690267157.4859
MEM 472.886719 1690267157.5862
MEM 472.886719 1690267157.6865
MEM 472.886719 1690267157.7868
MEM 472.886719 1690267157.8870
MEM 472.886719 1690267157.9873
MEM 472.886719 1690267158.0876
MEM 472.886719 1690267158.1879
MEM 472.886719 1690267158.2881
MEM 472.886719 1690267158.3884
MEM 472.886719 1690267158.4887
MEM 472.886719 1690267158.5889
MEM 472.886719 1690267158.6892
MEM 472.886719 1690267158.7894
MEM 472.886719 1690267158.8896
MEM 472.886719 1690267158.9899
MEM 472.886719 1690267159.0902
MEM 472.886719 1690267159.1904
MEM 472.886719 1690267159.2906
MEM 472.886719 1690267159.3909
MEM 472.886719 1690267159.4911
MEM 472.886719 1690267159.5913
MEM 472.886719 1690267159.6916
MEM 472.886719 1690267159.7918
MEM 472.886719 1690267159.8921
MEM 472.886719 1690267159.9923
MEM 472.886719 1690267160.0926
MEM 472.886719 1690267160.1928
MEM 472.886719 1690267160.2930
MEM 472.886719 1690267160.3932
MEM 472.886719 1690267160.4935
MEM 472.886719 1690267160.5939
MEM 498.214844 1690267160.6941
MEM 676.359375 1690267160.7944
MEM 837.078125 1690267160.8946
MEM 1007.011719 1690267160.9948
MEM 1174.667969 1690267161.0950
MEM 1361.515625 1690267161.1952
MEM 1531.558594 1690267161.2955
MEM 1723.839844 1690267161.3957
MEM 1868.320312 1690267161.4959
MEM 1970.550781 1690267161.5962
MEM 2013.617188 1690267161.6966
MEM 2167.386719 1690267161.7969
MEM 2369.699219 1690267161.8972
MEM 2556.203125 1690267161.9975
MEM 2762.718750 1690267162.0978
MEM 2947.566406 1690267162.1981
MEM 2979.703125 1690267162.2984
MEM 2980.140625 1690267162.3987
MEM 2980.140625 1690267162.4990
MEM 2980.398438 1690267162.5992
MEM 2980.914062 1690267162.6995
MEM 2980.914062 1690267162.7997
MEM 2981.171875 1690267162.9000
MEM 2981.429688 1690267163.0002
MEM 2981.687500 1690267163.1005
MEM 2981.945312 1690267163.2008
MEM 2982.187500 1690267163.3011
MEM 2982.445312 1690267163.4013
MEM 2982.445312 1690267163.5016
MEM 2982.703125 1690267163.6019
MEM 2982.960938 1690267163.7021
MEM 2983.218750 1690267163.8024
MEM 2983.476562 1690267163.9026
MEM 2983.734375 1690267164.0029
MEM 2983.992188 1690267164.1031
MEM 2984.250000 1690267164.2033
MEM 2984.507812 1690267164.3036
MEM 2984.507812 1690267164.4038
MEM 2985.023438 1690267164.5041
MEM 2985.281250 1690267164.6043
MEM 2985.539062 1690267164.7046
MEM 2985.796875 1690267164.8048
MEM 2986.054688 1690267164.9051
MEM 2986.054688 1690267165.0053
MEM 2986.312500 1690267165.1056
MEM 2986.828125 1690267165.2058
MEM 2986.828125 1690267165.3060
MEM 2987.085938 1690267165.4063
MEM 2987.343750 1690267165.5065
MEM 2987.601562 1690267165.6068
MEM 2987.859375 1690267165.7071
MEM 2988.117188 1690267165.8074
MEM 2988.375000 1690267165.9076
MEM 2988.375000 1690267166.0079
MEM 2988.632812 1690267166.1081
MEM 2988.890625 1690267166.2083
MEM 2989.148438 1690267166.3086
MEM 2989.406250 1690267166.4088
MEM 2989.664062 1690267166.5091
MEM 2989.921875 1690267166.6093
MEM 2989.921875 1690267166.7095
MEM 2990.437500 1690267166.8098
MEM 2990.695312 1690267166.9100
MEM 2990.695312 1690267167.0103
MEM 2990.953125 1690267167.1105
MEM 2991.210938 1690267167.2108
MEM 2991.468750 1690267167.3109
MEM 2991.468750 1690267167.4112
MEM 2991.984375 1690267167.5114
MEM 2991.984375 1690267167.6117
MEM 2992.242188 1690267167.7120
MEM 2992.500000 1690267167.8122
MEM 2992.757812 1690267167.9125
MEM 2992.757812 1690267168.0128
MEM 2993.015625 1690267168.1130
MEM 2993.531250 1690267168.2133
MEM 2993.531250 1690267168.3135
MEM 2993.789062 1690267168.4138
MEM 2994.046875 1690267168.5140
MEM 2994.304688 1690267168.6142
MEM 2994.562500 1690267168.7145
MEM 2994.820312 1690267168.8147
MEM 2995.078125 1690267168.9149
MEM 2995.078125 1690267169.0152
MEM 2995.335938 1690267169.1155
MEM 2995.593750 1690267169.2157
MEM 2995.851562 1690267169.3160
MEM 2996.109375 1690267169.4162
MEM 2996.367188 1690267169.5165
MEM 2996.625000 1690267169.6168
MEM 2996.625000 1690267169.7170
MEM 2996.882812 1690267169.8172
MEM 2997.140625 1690267169.9175
MEM 2997.398438 1690267170.0177
MEM 2997.656250 1690267170.1179
MEM 2997.914062 1690267170.2182
MEM 2998.171875 1690267170.3185
MEM 2998.171875 1690267170.4187
MEM 2998.429688 1690267170.5190
MEM 2998.687500 1690267170.6192
MEM 2998.945312 1690267170.7195
MEM 2999.203125 1690267170.8197
MEM 2999.460938 1690267170.9199
MEM 2999.460938 1690267171.0202
MEM 2999.718750 1690267171.1205
MEM 2999.976562 1690267171.2207
MEM 3000.234375 1690267171.3209
MEM 3000.492188 1690267171.4212
MEM 3000.750000 1690267171.5215
MEM 3001.007812 1690267171.6218
MEM 3001.007812 1690267171.7220
MEM 3001.265625 1690267171.8223
MEM 3001.523438 1690267171.9226
MEM 3001.781250 1690267172.0228
MEM 3002.039062 1690267172.1231
MEM 3002.296875 1690267172.2234
MEM 3002.554688 1690267172.3237
MEM 3002.812500 1690267172.4239
MEM 3003.070312 1690267172.5242
MEM 3003.226562 1690267172.6245
MEM 3003.449219 1690267172.7247
MEM 3003.667969 1690267172.8250
MEM 3003.886719 1690267172.9252
MEM 3004.105469 1690267173.0254
MEM 3004.328125 1690267173.1256
MEM 3004.546875 1690267173.2258
MEM 3004.765625 1690267173.3261
MEM 3004.984375 1690267173.4264
MEM 3005.207031 1690267173.5266
MEM 3005.316406 1690267173.6269
MEM 3005.570312 1690267173.7271
MEM 3005.828125 1690267173.8274
MEM 3006.085938 1690267173.9276
MEM 3006.343750 1690267174.0279
MEM 3006.601562 1690267174.1282
MEM 3006.601562 1690267174.2285
MEM 3006.859375 1690267174.3287
MEM 3007.117188 1690267174.4290
MEM 3007.375000 1690267174.5292
MEM 3007.632812 1690267174.6294
MEM 3007.890625 1690267174.7297
MEM 3008.148438 1690267174.8299
MEM 3008.148438 1690267174.9302
MEM 3008.406250 1690267175.0304
MEM 3008.664062 1690267175.1307
MEM 3008.921875 1690267175.2310
MEM 3009.179688 1690267175.3312
MEM 3009.437500 1690267175.4315
MEM 3009.695312 1690267175.5318
MEM 3009.695312 1690267175.6321
MEM 3009.953125 1690267175.7323
MEM 3010.210938 1690267175.8326
MEM 3014.761719 1690267175.9329
MEM 3015.019531 1690267176.0331
MEM 3015.277344 1690267176.1334
MEM 3015.535156 1690267176.2337
MEM 3015.535156 1690267176.3340
MEM 3015.792969 1690267176.4342
MEM 3016.308594 1690267176.5346
MEM 3016.308594 1690267176.6348
MEM 3016.566406 1690267176.7351
MEM 3016.824219 1690267176.8353
MEM 3017.082031 1690267176.9356
MEM 3017.082031 1690267177.0359
MEM 3017.339844 1690267177.1361
MEM 3017.597656 1690267177.2363
MEM 3017.855469 1690267177.3366
MEM 3018.113281 1690267177.4368
MEM 3018.371094 1690267177.5371
MEM 3018.628906 1690267177.6373
MEM 3018.628906 1690267177.7376
MEM 3018.886719 1690267177.8378
MEM 3019.144531 1690267177.9381
MEM 3019.402344 1690267178.0383
MEM 3019.660156 1690267178.1386
MEM 3019.917969 1690267178.2388
MEM 3019.917969 1690267178.3391
MEM 3020.175781 1690267178.4394
MEM 3020.433594 1690267178.5399
MEM 3020.691406 1690267178.6401
MEM 3020.949219 1690267178.7404
MEM 3021.207031 1690267178.8406
MEM 3021.207031 1690267178.9409
MEM 3021.464844 1690267179.0411
MEM 3021.722656 1690267179.1414
MEM 3021.980469 1690267179.2417
MEM 3022.238281 1690267179.3420
MEM 3022.496094 1690267179.4422
MEM 3022.753906 1690267179.5425
MEM 3023.011719 1690267179.6428
MEM 3023.011719 1690267179.7430
MEM 3023.269531 1690267179.8433
MEM 3023.527344 1690267179.9435
MEM 3023.785156 1690267180.0438
MEM 3024.042969 1690267180.1441
MEM 3024.300781 1690267180.2444
MEM 3024.558594 1690267180.3447
MEM 3024.816406 1690267180.4450
MEM 3025.074219 1690267180.5452
MEM 3025.332031 1690267180.6455
MEM 3025.332031 1690267180.7458
MEM 3025.589844 1690267180.8461
MEM 3025.847656 1690267180.9463
MEM 3026.105469 1690267181.0466
MEM 3026.363281 1690267181.1468
MEM 3026.621094 1690267181.2471
MEM 3026.621094 1690267181.3473
MEM 3026.878906 1690267181.4476
MEM 3027.136719 1690267181.5479
MEM 3027.394531 1690267181.6481
MEM 3027.652344 1690267181.7484
MEM 3027.910156 1690267181.8487
MEM 3028.167969 1690267181.9490
MEM 3028.425781 1690267182.0492
MEM 3028.683594 1690267182.1495
MEM 3028.941406 1690267182.2498
MEM 3028.941406 1690267182.3500
MEM 3029.199219 1690267182.4503
MEM 3029.457031 1690267182.5505
MEM 3029.714844 1690267182.6508
MEM 3029.972656 1690267182.7511
MEM 3030.230469 1690267182.8513
MEM 3030.488281 1690267182.9516
MEM 3030.488281 1690267183.0519
MEM 3030.746094 1690267183.1521
MEM 3031.003906 1690267183.2524
MEM 3031.261719 1690267183.3527
MEM 3031.519531 1690267183.4531
MEM 3031.777344 1690267183.5534
MEM 3031.777344 1690267183.6537
MEM 3032.035156 1690267183.7540
MEM 3032.292969 1690267183.8543
MEM 3032.550781 1690267183.9546
MEM 3032.808594 1690267184.0549
MEM 3033.066406 1690267184.1551
MEM 3033.324219 1690267184.2554
MEM 3033.324219 1690267184.3557
MEM 3033.582031 1690267184.4559
MEM 3033.839844 1690267184.5561
MEM 3034.097656 1690267184.6564
MEM 3034.355469 1690267184.7567
MEM 3034.613281 1690267184.8570
MEM 3034.871094 1690267184.9573
MEM 3034.871094 1690267185.0575
MEM 3035.128906 1690267185.1577
MEM 3035.386719 1690267185.2580
MEM 3035.644531 1690267185.3583
MEM 3035.902344 1690267185.4586
MEM 3036.160156 1690267185.5589
MEM 3036.417969 1690267185.6591
MEM 3036.417969 1690267185.7594
MEM 3036.933594 1690267185.8597
MEM 3037.191406 1690267185.9599
MEM 3037.191406 1690267186.0601
MEM 3037.449219 1690267186.1604
MEM 3037.707031 1690267186.2606
MEM 3037.964844 1690267186.3609
MEM 3038.222656 1690267186.4611
MEM 3038.480469 1690267186.5614
MEM 3038.480469 1690267186.6617
MEM 3038.738281 1690267186.7619
MEM 3038.996094 1690267186.8621
MEM 3039.253906 1690267186.9624
MEM 3039.253906 1690267187.0626
MEM 3039.769531 1690267187.1629
MEM 3040.027344 1690267187.2632
MEM 3040.027344 1690267187.3634
MEM 3040.285156 1690267187.4637
MEM 3040.542969 1690267187.5640
MEM 3040.800781 1690267187.6642
MEM 3041.058594 1690267187.7645
MEM 3041.316406 1690267187.8648
MEM 3041.574219 1690267187.9650
MEM 3041.574219 1690267188.0653
MEM 3041.832031 1690267188.1656
MEM 3042.089844 1690267188.2658
MEM 3042.347656 1690267188.3660
MEM 3042.605469 1690267188.4663
MEM 3042.605469 1690267188.5666
MEM 3042.863281 1690267188.6668
MEM 3043.121094 1690267188.7671
MEM 3043.378906 1690267188.8673
MEM 3043.636719 1690267188.9676
MEM 3043.894531 1690267189.0679
MEM 3044.152344 1690267189.1681
MEM 3044.152344 1690267189.2684
MEM 3044.410156 1690267189.3686
MEM 3044.667969 1690267189.4689
MEM 3044.925781 1690267189.5691
MEM 3045.183594 1690267189.6694
MEM 3045.183594 1690267189.7698
MEM 3045.441406 1690267189.8701
MEM 3045.957031 1690267189.9703
MEM 3045.957031 1690267190.0706
MEM 3046.214844 1690267190.1709
MEM 3046.472656 1690267190.2713
MEM 3046.730469 1690267190.3715
MEM 3046.988281 1690267190.4718
MEM 3047.246094 1690267190.5720
MEM 3047.503906 1690267190.6723
MEM 3047.503906 1690267190.7726
MEM 3048.019531 1690267190.8728
MEM 3048.277344 1690267190.9731
MEM 3048.277344 1690267191.0734
MEM 3048.535156 1690267191.1737
MEM 3048.792969 1690267191.2739
MEM 3049.050781 1690267191.3742
MEM 3049.308594 1690267191.4744
MEM 3049.566406 1690267191.5747
MEM 3049.824219 1690267191.6750
MEM 3049.824219 1690267191.7752
MEM 3050.082031 1690267191.8755
MEM 3050.339844 1690267191.9758
MEM 3050.597656 1690267192.0761
MEM 3050.855469 1690267192.1763
MEM 3051.113281 1690267192.2766
MEM 3051.113281 1690267192.3768
MEM 3051.371094 1690267192.4771
MEM 3051.628906 1690267192.5773
MEM 3051.886719 1690267192.6776
MEM 3052.144531 1690267192.7779
MEM 3052.402344 1690267192.8781
MEM 3052.660156 1690267192.9784
MEM 3052.917969 1690267193.0786
MEM 3053.175781 1690267193.1789
MEM 3053.175781 1690267193.2792
MEM 3053.433594 1690267193.3794
MEM 3053.691406 1690267193.4797
MEM 3053.949219 1690267193.5800
MEM 3054.207031 1690267193.6804
MEM 3054.464844 1690267193.7807
MEM 3054.722656 1690267193.8809
MEM 3054.722656 1690267193.9812
MEM 3054.980469 1690267194.0814
MEM 3055.238281 1690267194.1817
MEM 3055.496094 1690267194.2820
MEM 3055.753906 1690267194.3823
MEM 3056.011719 1690267194.4825
MEM 3056.269531 1690267194.5829
MEM 3056.527344 1690267194.6831
MEM 3056.527344 1690267194.7834
MEM 3056.785156 1690267194.8837
MEM 3057.042969 1690267194.9840
MEM 3057.300781 1690267195.0842
MEM 3057.558594 1690267195.1844
MEM 3057.816406 1690267195.2847
MEM 3057.816406 1690267195.3849
MEM 3058.074219 1690267195.4852
MEM 3058.332031 1690267195.5854
MEM 3058.589844 1690267195.6856
MEM 3058.847656 1690267195.7859
MEM 3059.105469 1690267195.8862
MEM 3059.363281 1690267195.9865
MEM 3059.363281 1690267196.0867
MEM 3059.621094 1690267196.1869
MEM 3059.878906 1690267196.2872
MEM 3060.136719 1690267196.3874
MEM 3060.394531 1690267196.4877
MEM 3060.652344 1690267196.5879
MEM 3060.910156 1690267196.6882
MEM 3060.910156 1690267196.7885
MEM 3061.425781 1690267196.8887
MEM 3061.425781 1690267196.9889
MEM 3061.683594 1690267197.0893
MEM 3061.941406 1690267197.1895
MEM 3062.199219 1690267197.2898
MEM 3062.457031 1690267197.3900
MEM 3062.457031 1690267197.4904
MEM 3062.714844 1690267197.5907
MEM 3062.972656 1690267197.6910
MEM 3063.230469 1690267197.7912
MEM 3063.488281 1690267197.8914
MEM 3063.746094 1690267197.9917
MEM 3064.003906 1690267198.0919
MEM 3064.261719 1690267198.1921
MEM 3064.519531 1690267198.2924
MEM 3064.519531 1690267198.3926
MEM 3064.777344 1690267198.4929
MEM 3065.035156 1690267198.5931
MEM 3065.292969 1690267198.6934
MEM 3065.550781 1690267198.7936
MEM 3065.808594 1690267198.8939
MEM 3066.066406 1690267198.9941
MEM 3066.066406 1690267199.0944
MEM 3066.324219 1690267199.1946
MEM 3066.839844 1690267199.2949
MEM 3066.839844 1690267199.3952
MEM 3067.097656 1690267199.4954
MEM 3067.355469 1690267199.5956
MEM 3067.613281 1690267199.6959
MEM 3067.871094 1690267199.7961
MEM 3068.128906 1690267199.8963
MEM 3068.386719 1690267199.9966
MEM 3068.386719 1690267200.0969
MEM 3068.644531 1690267200.1971
MEM 3068.902344 1690267200.2973
MEM 3069.160156 1690267200.3976
MEM 3069.417969 1690267200.4978
MEM 3069.675781 1690267200.5981
MEM 3069.933594 1690267200.6983
