#{"t_start": 1697244011.455303, "env_id": null}
r,l,t
8.530457,410,42.006751
3.172115,143,57.405452
2.743339,165,73.92116
1.697424,74,81.30186
12.991246,367,119.8261
7.155594,178,137.570599
5.133924,86,146.106667
4.303722,63,152.42518
4.42963,105,164.711069
1.880045,41,168.797637
2.166802,61,174.919597
14.464902,410,217.68451
2.018353,45,222.157607
4.013193,74,229.566019
8.953119,231,252.604979
4.339793,185,272.808002
4.151971,80,280.816517
2.088394,41,284.883416
10.995278,141,299.002236
7.060827,105,309.501415
26.519395,353,346.507236
23.729603,271,375.480709
2.89917,28,378.245913
10.343783,97,387.921944
18.108655,207,408.553195
4.185704,58,414.373512
17.928711,347,450.679162
18.115859,264,478.307685
13.554843,81,486.446591
30.353852,228,509.200101
15.250162,117,520.942779
2.385021,28,523.741545
2.656762,19,525.591194
23.197175,235,550.313482
27.537527,282,578.532875
8.894068,87,589.191825
29.52976,259,615.01739
27.870711,290,645.474169
31.606022,306,676.055719
32.372204,232,701.159858
32.144756,200,721.155864
13.42703,82,729.364226
30.434203,263,757.514075
38.361744,283,785.838214
32.121389,206,808.21587
32.7135,223,830.516023
29.426205,278,860.127682
17.479267,169,877.018484
31.505217,248,903.571289
28.499794,313,934.864644
27.950623,294,965.435426
32.491951,189,984.321923
32.709724,184,1002.697884
28.27801,278,1032.451703
35.635282,246,1058.944001
31.066203,165,1075.456141
30.985033,197,1095.137565
30.869492,203,1116.621697
53.411461,391,1155.706802
33.079654,173,1174.301488
31.064383,219,1196.188314
32.593144,209,1219.019052
54.292404,372,1256.14724
31.852886,226,1280.010028
32.407117,214,1301.404551
29.257349,247,1327.496729
29.60432,270,1354.447856
30.62598,228,1378.283357
33.679566,199,1398.188375
30.31906,196,1417.747803
32.889359,207,1439.58602
34.216147,209,1460.457183
31.571822,194,1480.885438
52.974836,410,1521.828469
34.386646,212,1544.111551
38.026083,273,1571.339847
32.402319,253,1597.928357
34.390728,220,1619.912668
39.937171,310,1652.769658
31.576803,231,1675.89751
32.469217,233,1700.505306
33.287863,210,1721.465166
33.645443,216,1744.940029
32.944772,227,1767.655439
33.120233,239,1791.55547
33.430988,189,1811.978698
39.32843,245,1836.49486
30.982392,193,1857.69011
63.84065,410,1899.976105
32.869884,217,1921.634059
60.753954,410,1964.470435
34.197796,212,1985.654365
55.288574,410,2028.502572
40.608209,260,2054.482187
60.540894,410,2097.245016
41.862162,243,2122.611707
62.57026,410,2165.416493
55.413566,410,2206.376425
61.178904,410,2248.502241
61.357167,410,2291.332571
66.110868,410,2334.274251
33.763528,226,2356.814422
70.980913,410,2399.699422
59.764525,410,2442.573453
33.351041,180,2460.530887
49.981233,410,2502.440986
60.024646,410,2544.640549
54.506493,410,2586.827507
60.202326,410,2627.866784
60.255542,410,2670.087029
63.55463,410,2712.25435
63.543385,410,2754.637189
60.662464,410,2797.469491
59.67169,410,2838.45226
54.158403,410,2881.29758
62.639553,410,2924.207674
45.813238,290,2954.539351
62.675789,410,2995.402233
65.896684,410,3038.26257
69.961704,410,3080.480256
58.250438,410,3122.699203
57.608267,410,3164.942566
55.053379,410,3205.878896
57.372757,410,3248.716682
60.802616,410,3291.51523
55.421587,410,3333.618486
49.605999,410,3376.401901
52.322823,410,3417.372257
54.007861,410,3459.493859
53.200244,410,3501.734243
55.32535,410,3544.644778
49.938464,410,3587.46387
53.004514,410,3628.431847
57.731277,410,3670.673926
51.904558,410,3712.882843
56.762965,410,3755.053842
44.124512,410,3797.274003
35.09546,410,3838.244599
34.462349,410,3880.148626
34.793585,410,3922.31497
34.471474,410,3964.382526
34.577637,410,4006.604571
36.587799,410,4047.578618
34.308796,410,4089.689733
34.054865,410,4132.01509
34.489566,410,4174.811041
34.286477,410,4217.058269
34.46567,410,4258.041914
34.356911,410,4300.306085
34.082471,410,4342.560256
33.844796,410,4384.614848
34.069747,410,4426.85059
34.013389,410,4467.814854
34.091192,410,4510.09466
34.250134,410,4552.934124
33.459359,410,4595.195001
33.957655,410,4637.373271
34.737529,410,4678.347565
34.223231,410,4720.552855
33.756344,410,4763.34556
34.095011,410,4805.533013
33.391046,410,4847.766145
32.987824,410,4888.71299
33.218897,410,4931.067188
33.65501,410,4973.320465
33.506807,410,5015.570497
33.622299,410,5058.390796
33.615138,410,5099.373489
33.307324,410,5141.608524
32.914769,410,5183.827291
32.791638,410,5225.965551
32.918474,410,5268.251084
32.993619,410,5309.224908
33.216585,410,5351.426634
33.537498,410,5393.444885
46.202025,410,5435.489707
33.775646,410,5477.475652
34.011197,410,5518.440878
33.346658,410,5560.709175
43.907861,360,5598.561192
33.288192,410,5640.824232
43.975271,346,5675.377123
41.684017,410,5718.345992
9.630384,102,5728.523414
33.538194,410,5771.37635
33.874138,410,5813.422062
30.000016,215,5834.968164
39.539455,391,5875.956659
31.726934,196,5897.614086
33.58657,410,5938.406348
42.299095,407,5980.569047
41.110078,410,6023.471558
50.293186,410,6066.050115
42.444678,322,6098.218021
52.820782,410,6140.293884
49.831002,410,6183.079755
47.882148,410,6225.324297
39.701449,303,6255.578684
50.780259,410,6297.891153
50.8332,409,6340.010783
50.481815,410,6382.187741
52.706672,377,6419.901037
39.698593,305,6452.335814
64.134572,410,6495.173544
48.658242,410,6538.024152
57.97711,410,6578.99597
53.629021,348,6615.692116
55.6226,410,6658.551791
61.590386,410,6700.500733
56.610336,410,6742.55282
62.645084,410,6783.521771
55.735016,410,6825.748263
61.239134,410,6868.669666
58.297938,410,6911.505113
60.907053,410,6954.323856
69.962592,410,6995.308449
32.520159,183,7014.926233
66.424013,410,7057.956103
65.406912,410,7098.756933
69.551292,410,7141.678396
70.301635,410,7184.623865
62.346155,410,7226.751058
74.770562,410,7269.148129
67.422576,410,7310.002187
72.198339,410,7352.10231
71.459668,410,7394.322154
68.424613,410,7437.157368
73.920082,410,7479.435576
60.700149,410,7520.365095
68.53661,410,7562.796639
75.149974,410,7605.000796
68.022609,410,7647.185839
72.083348,410,7689.412931
77.702,410,7730.370709
74.796017,410,7773.220697
80.338868,410,7816.106636
79.866712,410,7858.933358
67.241585,410,7901.744506
77.915582,410,7942.713912
69.006945,410,7984.920553
33.123252,161,8001.000437
74.276301,410,8043.202634
78.053383,410,8086.114775
74.142665,410,8128.970154
65.789045,410,8171.805934
68.028242,410,8212.771388
76.736316,410,8255.023115
74.929371,410,8297.85725
79.068547,410,8340.13017
64.353829,342,8375.993765
82.272212,410,8416.906128
88.895422,410,8459.742876
86.594981,410,8502.594601
89.909967,410,8544.834285
90.888801,410,8587.737469
82.813028,410,8628.716877
93.130864,410,8670.972435
90.588909,410,8713.371514
82.894431,410,8756.203962
88.30961,410,8798.319263
60.404272,410,8839.277793
88.91003,410,8881.280761
83.235461,410,8924.068172
88.855485,410,8966.201243
94.802031,410,9008.236276
90.374797,410,9049.203547
84.406105,410,9091.202196
95.644229,410,9133.752482
53.0484,257,9159.410723
87.936452,410,9201.666782
97.721247,410,9243.711537
90.360555,410,9286.561575
89.961801,410,9328.787909
93.347244,410,9369.754868
39.613435,234,9394.324883
85.4593,410,9436.363351
94.011298,410,9477.342533
97.214529,410,9519.702729
100.197244,410,9561.728787
85.595363,410,9603.763083
94.543242,410,9646.685253
91.131945,410,9687.65718
92.395623,410,9729.921998
86.868901,410,9772.239865
88.245301,410,9815.12563
55.437039,228,9837.94453
89.603824,410,9880.745422
94.575229,410,9922.931744
94.793309,410,9965.768335
96.030245,410,10008.010601
84.185684,410,10048.977597
100.308798,410,10091.22205
87.993102,410,10133.54602
82.682014,352,10169.958665
96.643592,410,10210.923027
92.584799,410,10253.165678
93.330714,410,10295.994222
96.868485,410,10338.784997
97.492223,410,10380.966379
100.240589,410,10421.947279
90.910039,410,10464.223125
95.696893,410,10507.142678
96.578414,410,10549.361127
95.5756,410,10591.447668
105.289558,410,10632.424767
92.55854,410,10674.655015
91.932338,410,10716.87968
98.318108,410,10758.7993
89.93697,410,10801.638083
89.613601,410,10842.616549
85.428945,410,10885.45106
93.223396,410,10928.321335
55.107654,238,10953.691684
99.450897,410,10994.603504
97.040267,410,11036.781596
104.953271,410,11078.844866
100.103249,410,11121.053337
87.760598,410,11163.822359
102.182618,410,11204.788085
106.353797,410,11247.203144
100.408468,410,11289.447073
88.213962,410,11332.274137
96.22855,410,11375.179274
91.876624,410,11416.150262
95.085889,410,11458.945439
82.649911,410,11501.263685
92.651197,410,11543.55255
100.673868,410,11585.855313
93.762386,410,11626.823278
95.068732,410,11668.788371
90.433314,387,11709.391042
94.231305,410,11751.580319
31.970647,144,11765.961069
96.969364,410,11808.240076
87.644207,410,11850.523568
97.672687,410,11891.491855
85.757219,410,11933.628229
96.565307,410,11976.537787
88.307219,410,12019.356017
100.675717,410,12062.167673
89.563441,410,12103.134936
93.968773,410,12145.352762
86.516059,410,12188.389173
95.16892,410,12230.760603
95.57775,410,12273.616204
95.457481,410,12314.589476
82.402107,410,12356.778823
95.75801,410,12398.924613
91.734569,410,12441.016566
93.183133,410,12483.275785
91.332764,410,12524.244807
97.147947,410,12566.521542
81.546047,410,12609.286568
97.05283,410,12651.296742
97.831431,410,12693.253907
93.600421,410,12734.216774
99.603583,410,12776.195658
99.645945,410,12818.190236
99.790311,410,12860.869927
95.708487,410,12902.880259
96.96012,410,12943.838168
104.843067,410,12985.947492
101.534368,410,13028.138912
104.77439,410,13070.608577
92.75698,368,13109.427883
95.254763,410,13150.276564
100.988578,410,13193.111035
100.604108,410,13235.637156
92.653368,410,13277.686808
86.964636,410,13319.761205
85.94606,410,13360.637318
95.565874,410,13402.947268
52.291627,208,13425.686842
76.209856,359,13461.583479
102.517261,410,13504.487986
109.036278,410,13547.394933
99.375726,410,13589.579808
102.930183,410,13630.551318
108.27463,410,13673.344545
93.519438,410,13715.432384
92.940316,410,13758.300787
107.270559,410,13801.218885
101.878013,410,13842.173497
29.383744,110,13855.119668
93.73352,410,13896.086112
29.408474,118,13909.823836
81.918338,410,13950.794896
96.842517,410,13993.097972
102.120586,410,14035.384667
87.920318,334,14070.574215
99.467188,410,14112.582417
105.538687,410,14153.570037
99.265045,410,14195.741719
106.06408,410,14238.601377
104.404403,410,14281.003016
87.288588,343,14315.272987
55.773352,242,14340.520223
110.404526,410,14382.640399
106.710934,410,14423.603593
107.488256,410,14465.557741
93.804862,410,14508.393265
115.642812,410,14550.569978
111.826143,410,14592.671529
116.500908,410,14633.629712
115.808862,410,14676.582059
100.264279,410,14719.469553
109.058955,410,14762.353469
30.430371,131,14775.467725
115.98013,410,14818.214457
115.561114,410,14861.137864
32.33599,147,14875.863801
58.988771,202,14895.996462
31.438591,99,14907.762797
111.656548,410,14948.730784
105.946245,410,14990.951111
31.001957,101,15001.004287
103.682397,410,15043.887641
102.060634,410,15086.809043
114.010304,410,15129.243761
102.195362,410,15171.614982
111.242723,410,15212.583184
94.625287,410,15254.808721
105.989847,410,15296.92116
113.098386,410,15339.136071
111.226227,410,15382.02087
20.478289,72,15389.207965
49.026159,296,15418.787336
106.399822,410,15461.210013
107.144692,410,15503.491276
108.931948,410,15545.603703
109.946241,410,15587.991786
118.465816,410,15628.962
107.662709,410,15671.230047
111.619134,410,15714.174445
102.276617,410,15757.027753
113.208989,410,15799.124548
111.518234,410,15840.118044
94.824815,410,15882.237478
107.081557,410,15925.126246
108.154189,410,15968.05463
112.193602,400,16009.214012
15.889582,57,16014.917244
13.491139,53,16020.189584
16.852795,60,16026.157906
20.243676,115,16037.641662
15.294393,55,16043.121586
9.748064,36,16046.715112
19.152314,80,16054.705477
22.834306,81,16063.927005
18.156762,80,16071.936104
29.977511,101,16082.021354
31.935594,100,16091.984483
22.038278,77,16099.683174
22.39187,76,16107.297857
19.398283,69,16115.350355
30.566257,93,16124.591794
23.584833,86,16133.194347
22.746798,110,16144.159869
22.29649,110,16155.114795
21.535929,72,16162.318508
19.134673,80,16171.39901
15.391293,55,16176.847147
27.002416,102,16187.021621
25.366997,93,16196.32306
10.474268,41,16200.437861
16.013283,61,16206.459431
13.158823,57,16212.195875
23.425288,97,16222.891438
26.363861,100,16232.861072
31.696009,100,16242.838288
21.746789,82,16251.040076
11.437608,42,16255.25637
22.709772,85,16263.742067
10.220285,39,16269.012159
25.590693,106,16279.302452
24.143775,83,16287.610782
8.501003,36,16291.179375
20.403751,87,16299.86452
30.795154,96,16309.443651
30.831474,96,16319.039915
54.812111,251,16346.03427
31.02392,104,16356.38433
30.681457,104,16366.814023
53.305315,240,16392.143954
31.976343,104,16402.510139
24.892837,109,16413.359231
30.800726,97,16423.056527
76.786632,374,16461.736044
32.151516,109,16472.623311
86.435712,410,16514.971125
56.050288,243,16540.475504
32.194937,106,16551.061683
26.908152,102,16561.270586
30.384994,97,16570.993865
31.3064,104,16581.362131
84.50883,410,16624.287877
40.001361,160,16641.557397
75.392059,319,16673.433185
31.835297,197,16694.569667
74.02074,350,16729.569213
25.962618,108,16740.380708
60.38817,293,16771.506679
74.942655,332,16806.025978
92.485856,410,16848.318756
28.431829,107,16858.93722
52.144727,232,16882.130613
59.95859,289,16912.925314
28.848002,106,16923.551957
87.909096,410,16965.732798
97.223712,410,17008.635301
92.26469,410,17049.60518
106.224067,410,17092.54696
98.13439,410,17134.784079
89.303927,410,17177.703047
98.200365,410,17220.508973
96.435301,410,17261.483077
78.27267,310,17294.31651
74.096065,283,17324.529479
98.569884,410,17365.407814
105.041196,410,17408.126298
106.58412,410,17450.866039
96.836651,410,17493.083005
104.825159,410,17535.393147
108.171085,410,17576.320356
108.742592,410,17618.470036
112.64402,410,17660.947869
107.565434,410,17703.188044
113.858383,410,17745.934241
106.341518,410,17786.900327
110.640404,410,17829.140277
108.815548,410,17871.407094
105.480526,410,17913.62186
114.443379,410,17955.701414
112.909455,410,17996.670795
108.854409,410,18039.522176
