#{"t_start": 1692863427.3108234, "env_id": null}
r,l,t
0.597826,21,2.961989
-0.129306,16,4.242091
0.215766,12,5.230898
3.806707,19,6.669648
0.280087,16,7.894382
3.600869,20,9.442007
0.068634,18,10.809659
2.161056,17,12.123481
4.426026,20,13.698168
0.743905,18,15.092887
0.527163,20,16.629025
-0.111458,12,17.579019
1.735139,16,18.837931
0.094352,13,19.878003
-0.134234,14,20.979976
2.059436,17,22.362394
0.210641,13,23.330241
-0.113768,12,24.291799
4.237491,24,26.126919
-0.118613,12,27.107418
-0.118217,14,28.239944
4.046395,32,30.713801
1.063376,14,31.798526
-0.131804,15,32.954341
-0.119893,13,33.972569
-0.112728,13,35.000153
5.623433,53,39.18175
0.133652,13,40.186038
-0.115963,14,41.281058
-0.12127,18,42.730088
-0.115545,17,44.006018
3.277634,22,45.764546
0.261644,13,46.766107
-0.088134,12,47.677019
0.165632,17,48.995858
8.507957,25,50.939082
1.640393,14,52.052641
3.260653,20,53.636428
0.528821,24,55.535128
1.267813,16,56.789545
0.450433,18,58.185627
0.434205,17,59.486305
0.359522,13,60.523104
-0.112834,14,61.629259
-0.12044,13,62.651361
-0.126133,14,63.747824
0.705811,14,64.888617
-0.0644,12,65.811541
0.560394,13,66.78261
0.589242,15,67.971197
-0.125488,15,69.118314
0.31691,16,70.31869
4.692414,19,71.885697
-0.116437,15,73.030097
0.286271,17,74.361602
-0.023099,14,75.457806
0.315186,18,76.81418
1.672472,21,78.439309
1.14054,16,79.694759
0.804735,14,80.814256
-0.126278,15,91.790614
2.116394,23,93.589921
4.817268,25,95.462499
-0.127618,14,96.587584
0.520076,16,97.861166
-0.115634,13,98.842645
0.136187,16,100.106403
0.775201,16,101.37676
5.219038,19,102.807746
3.834028,20,104.332969
2.933347,16,105.618771
-0.122899,13,106.606689
-0.119711,14,107.659378
0.519647,18,109.080204
0.693338,15,110.246032
0.524968,17,111.583822
1.135232,28,113.701091
0.120927,13,114.707278
1.026275,23,116.471061
1.773085,14,117.532136
-0.119889,12,118.530563
1.785677,29,120.748792
1.025093,16,122.009486
5.140844,22,123.740973
0.304667,26,125.751195
2.99655,20,127.311575
0.146023,14,128.437664
-0.118324,13,129.436564
0.109881,13,130.457135
5.633763,24,132.245899
3.024194,16,133.463626
-0.112192,14,134.570615
-0.105991,13,135.565817
0.328155,19,137.134574
1.582151,14,138.222749
0.801616,14,139.313764
0.152168,13,140.316097
1.20805,24,142.122582
0.414432,15,143.304113
0.744822,13,144.2855
0.159305,13,145.261208
2.997539,15,146.428366
0.054621,14,147.515867
0.479637,14,148.548129
0.711093,15,149.749115
0.214933,18,151.090776
1.025717,16,152.264868
0.571166,15,153.472379
-0.121092,15,154.595672
1.706401,17,155.825109
0.703579,19,157.253348
-0.124923,14,158.352565
1.037445,17,159.62125
0.83657,13,160.67768
1.465273,17,162.008492
2.561805,17,163.32902
0.124793,13,164.344218
1.31296,20,165.905057
2.005986,15,167.059933
1.001279,17,168.400478
-0.1358,15,169.54282
-0.116131,12,181.448125
0.019,14,182.565341
-0.015949,13,183.552671
-0.121506,13,184.538929
2.968829,25,186.428739
3.551497,27,188.539531
-0.114635,13,189.491581
0.714306,16,190.744044
-0.122208,14,191.793929
2.851339,16,193.100926
0.451513,14,194.161018
4.043535,19,195.623624
0.567308,14,196.704276
-0.15999,27,198.734922
0.729974,15,199.893638
0.085826,13,200.826078
8.936129,46,204.377367
0.682806,13,205.362593
-0.125155,13,206.338814
0.54802,15,207.544857
-0.147165,16,208.763426
1.541414,15,209.86372
6.191104,29,212.043895
0.881758,22,213.718338
0.261266,16,214.929227
4.516777,34,217.580499
2.665349,25,219.531176
0.551407,13,220.501235
-0.113827,14,221.538235
0.553577,13,222.539588
0.596837,16,223.729191
0.210173,13,224.714089
0.291069,13,225.774271
-0.135681,15,226.927538
2.563645,18,228.249612
0.425955,15,229.399283
0.318102,13,230.40213
1.936711,20,231.909361
2.78605,18,233.321972
-0.120872,14,234.384362
0.844682,18,235.762367
2.492963,16,236.967276
1.799184,22,238.627001
0.763875,13,239.571012
-0.128088,16,240.789112
0.627836,15,242.012571
-0.127467,13,243.05347
2.681861,23,244.815472
0.318628,13,245.77097
0.436155,14,246.785699
1.580835,22,248.457417
-0.039648,13,249.471127
-0.122631,14,250.497084
0.909841,14,251.559402
0.09241,13,252.504381
0.39071,13,253.48909
0.470803,16,254.700656
0.337537,14,255.758219
0.868084,19,257.206374
0.921329,19,258.664326
2.509981,16,269.481475
1.829915,15,270.572003
0.631293,14,271.633405
0.566693,17,273.03178
3.772171,19,274.49078
4.363766,22,276.196619
1.314427,16,277.340889
2.327581,16,278.590354
1.582335,18,279.926803
0.392327,14,280.993507
0.112692,13,281.981518
3.782765,20,283.521585
0.690635,19,284.943169
2.333894,19,286.351925
3.114044,19,287.766698
1.320842,17,289.067325
1.008646,14,290.153865
0.078575,13,291.141964
0.30732,14,292.225368
2.228302,17,293.479868
1.015034,19,294.912235
0.097807,12,295.890606
4.046493,23,297.632971
-0.119075,15,298.799521
-0.128676,14,299.805996
-0.123049,13,300.793843
1.056001,22,302.455995
-0.127931,13,303.433565
-0.114961,13,304.440244
3.10094,21,306.071657
0.347907,13,307.049754
2.830952,17,308.373895
-0.113246,12,309.317666
2.156156,17,310.568065
2.163783,21,312.171078
1.536646,14,313.251803
0.093597,13,314.280509
1.701871,15,315.395853
3.363258,20,316.941172
1.058829,16,318.211164
-0.1329,14,319.270574
-0.133952,14,320.343492
4.951471,20,321.844364
1.538876,19,323.257967
-0.124275,15,324.386473
0.106636,20,325.909945
1.918377,27,328.003021
2.549864,17,329.298011
0.292943,13,330.283758
3.325585,23,332.050795
1.103855,15,333.221514
2.671975,18,334.543683
-0.12485,13,335.521031
