#{"t_start": 1692863427.3234892, "env_id": null}
r,l,t
-0.112083,13,2.277313
3.90039,24,4.231822
4.385417,18,5.669123
-0.126853,15,6.780588
0.190265,24,8.656617
0.237943,25,10.558413
6.353113,19,11.99863
-0.124406,13,13.027301
0.615064,13,14.10446
-0.122305,13,15.097296
0.067312,18,16.48953
1.006168,21,18.102206
0.33891,14,19.247582
0.156437,14,20.331337
3.156123,18,21.763704
5.511334,29,24.006705
0.512892,29,26.271901
1.102092,15,27.510713
-0.042002,20,29.053947
-0.134883,14,30.165919
0.247072,15,31.330153
0.213174,13,32.258315
0.378607,15,33.521951
0.817376,19,35.028756
-0.119138,14,36.085078
-0.131973,14,37.182859
-0.12031,18,38.574648
1.678909,16,39.870141
0.320228,14,40.968755
-0.128626,14,42.085529
-0.12163,14,43.164368
0.520743,23,44.927875
0.469584,13,45.990217
2.823424,15,47.114761
0.604133,18,48.504032
1.070386,20,50.097325
0.878636,14,51.161048
0.32402,12,52.132597
2.207974,23,53.940151
-0.121158,13,54.985921
0.22755,21,56.57604
0.498092,24,58.472249
4.969321,23,60.261872
0.205416,12,61.25194
0.603818,12,62.224162
0.105564,16,63.427255
0.255566,15,64.628054
-0.057826,17,65.934257
0.284584,13,66.948191
-0.136259,14,68.038061
0.962051,21,69.648376
2.187043,21,71.256357
1.233558,14,72.40853
0.15787,16,73.628041
-0.132265,15,74.810027
2.24267,22,76.479018
0.313196,14,77.608211
0.175284,13,78.580579
-0.114771,12,79.553792
3.280826,22,81.294734
-0.1432,17,92.369349
-0.122562,13,93.391791
0.017442,16,94.598955
2.222998,15,95.782934
-0.124386,14,96.897663
0.311348,21,98.498199
1.506011,16,99.765146
0.568162,13,100.801174
1.327692,15,101.968536
0.572006,13,102.974144
-0.057668,12,103.897695
0.757043,15,105.069525
1.138638,19,106.514086
0.201676,12,107.448119
3.241057,20,108.996385
-0.122659,14,110.051079
0.859901,13,111.127223
0.381954,15,112.25543
0.178619,13,113.219173
0.873062,13,114.218851
4.785198,23,115.973504
0.88494,19,117.457402
-0.126888,13,118.502963
2.815012,18,119.904795
-0.116739,13,120.889547
0.116747,16,122.136072
0.867234,15,123.315404
1.843382,17,124.628278
0.200034,12,125.587133
0.187658,14,126.697358
2.592284,29,128.958453
0.66746,13,130.005649
0.076324,14,131.060147
0.950851,19,132.467969
0.067883,13,133.460321
0.795958,13,134.512268
0.475322,17,135.855932
2.864426,19,137.358544
1.772955,15,138.493497
-0.135994,15,139.669322
-0.124025,15,140.832405
1.03062,16,142.031078
1.166215,15,143.184864
0.256153,12,144.131734
0.351775,17,145.41162
1.720165,22,147.06734
2.119211,21,148.689251
3.222978,29,150.926127
1.89478,15,152.056398
-0.116651,12,152.987623
-0.121163,17,154.267232
0.309843,16,155.444851
1.329636,16,156.669987
0.046803,14,157.727344
-0.059528,13,158.721853
-0.115832,13,159.707016
0.295601,14,160.834707
-0.022067,13,161.811987
0.541515,13,162.861159
-0.12315,14,163.928105
1.383813,16,165.202222
-0.070581,14,166.230269
1.080803,13,167.292489
2.837962,17,168.608445
2.554539,22,170.243525
2.517784,20,182.901606
-0.059407,15,183.986103
-0.034881,13,184.975465
0.832566,20,186.459889
0.749425,14,187.567766
1.362107,14,188.682714
0.563038,15,189.816346
0.319894,14,190.89642
0.265322,12,191.79729
0.147284,13,192.809717
-0.129528,14,193.922702
3.798401,27,195.991842
0.126224,17,197.330204
-0.129381,14,198.390921
-0.123268,14,199.414428
0.227515,15,200.509205
2.012287,17,201.789097
0.241964,21,203.422666
3.948107,19,204.890414
-0.114727,14,205.943309
0.724263,14,207.057212
0.103338,13,208.060109
-0.11992,16,209.234098
0.080058,13,210.249791
3.216598,20,211.719768
0.288332,14,212.819253
0.758479,13,213.779258
0.38559,14,214.878966
0.250162,14,215.962444
0.450423,12,216.884488
11.99199,58,221.308134
-0.121522,13,222.328812
0.165915,21,223.869864
-0.125608,14,224.971479
-0.108945,12,225.906804
-0.116467,12,226.849096
-0.120661,13,227.780327
-0.114462,13,228.7753
0.091733,12,229.6805
1.46509,17,231.001939
0.254456,14,232.091157
-0.122061,13,233.06065
1.769273,19,234.518021
8.106312,25,236.425066
0.409908,15,237.550105
2.077049,17,238.816099
1.910483,16,240.040433
1.308469,15,241.194911
-0.144454,15,242.379147
-0.113748,13,243.416373
0.811299,16,244.581587
0.647722,21,246.176793
0.564974,21,247.780518
0.10115,14,248.832546
1.650113,18,250.169206
-0.120835,14,251.269449
5.551254,20,252.740823
-0.117783,14,253.812052
1.303812,15,254.944641
-0.112432,15,256.038603
3.687393,23,257.802904
0.167593,12,258.707697
4.502555,19,269.731883
0.916554,17,271.008624
0.217275,12,271.945351
0.255361,14,273.09467
3.053988,17,274.415738
0.964344,19,275.838472
0.221049,13,276.851426
0.975507,14,277.855373
0.136056,12,278.799771
0.317405,14,279.86385
0.8107,20,281.384544
1.800201,15,282.493451
0.303726,14,283.544862
0.109066,13,284.531583
-0.101785,12,285.48335
1.712931,16,286.619553
-0.117583,12,287.518401
1.388706,15,288.664799
-0.118838,15,289.791733
1.785179,24,291.646369
0.304299,14,292.71885
0.527026,15,293.875214
0.651819,13,294.869647
3.790705,19,296.337702
0.311276,12,297.264752
0.174308,13,298.247665
2.227755,17,299.507444
3.022279,38,302.393469
