#{"t_start": 1692863427.2098515, "env_id": null}
r,l,t
3.354844,30,3.783484
1.278471,14,4.900517
1.965861,14,6.004871
2.508442,21,7.605222
-0.124239,13,8.599135
1.196224,20,10.130515
0.587103,14,11.211958
-0.109363,12,12.134499
-0.118897,13,13.170392
0.451448,16,14.4333
0.635746,18,15.804364
0.840216,15,16.963359
0.747062,14,18.100951
0.515356,18,19.520179
0.14633,13,20.526642
0.87993,16,21.832121
3.415195,25,23.754944
4.14725,21,25.380594
0.306268,13,26.371834
0.386295,13,27.486728
1.778497,18,28.842784
-0.116217,14,29.992541
0.174299,14,31.05096
-0.112258,12,31.968048
0.736589,21,33.586367
0.770909,14,34.681657
-0.113585,12,35.672401
1.200463,14,36.734483
1.328246,21,38.409118
0.263133,16,39.648533
3.922023,24,41.593355
0.683919,16,42.813471
-0.03351,17,44.105452
2.328119,25,46.080076
-0.115548,15,47.208472
0.111267,22,48.906661
0.059568,13,49.929152
-0.11658,14,51.05877
-0.025352,17,52.368739
1.851365,15,53.545731
0.578555,23,55.431828
3.403091,24,57.262351
-0.112586,12,58.182751
2.207427,19,59.664561
-0.117743,15,60.849883
4.102495,17,62.223774
-0.132775,14,63.293381
0.594448,14,64.380742
1.704593,23,66.193863
0.292279,13,67.188135
0.690214,15,68.353667
0.728114,15,69.497815
0.176614,12,70.47017
0.273636,13,71.500407
0.377885,17,72.823838
-0.117747,13,73.828797
0.751687,17,75.153425
3.042838,19,76.593698
1.71222,14,77.669156
-0.122129,15,78.87704
-0.11582,12,79.848279
2.640654,19,81.313697
0.866903,23,92.883927
1.88,22,94.562923
1.008509,15,95.727253
0.465544,12,96.694734
2.051963,17,98.015946
0.428431,19,99.46708
1.154324,22,101.216259
0.200412,18,102.594668
0.603144,20,104.15009
1.379167,18,105.565645
0.863507,17,106.853751
0.341595,13,107.850611
0.163648,13,108.880412
0.537018,13,109.901631
-0.114061,12,110.835826
1.806834,14,111.908
2.626612,16,113.128726
2.412552,25,114.992681
2.267511,36,117.77344
0.272514,13,118.815383
6.812026,33,121.402357
0.592922,21,123.045629
-0.119232,13,124.056505
0.132919,16,125.292942
-0.119256,14,126.392083
0.210269,13,127.443479
1.108991,15,128.646097
0.932301,13,129.661698
-0.113,13,130.646843
0.041421,21,132.205762
-0.131063,15,133.378981
-0.118893,12,134.288574
0.589426,14,135.380202
-0.120089,14,136.464432
0.284014,14,137.607848
-0.11588,15,138.768976
0.867013,17,140.097016
0.775261,21,141.679522
0.826305,16,142.963068
0.601112,18,144.326018
-0.117592,14,145.376062
-0.118289,13,146.382561
-0.143612,15,147.527577
0.195178,15,148.665867
0.01076,13,149.657378
3.710386,19,151.115095
0.308214,15,152.232118
0.212637,17,153.525819
0.807715,21,155.1194
1.020943,26,157.100229
0.662401,17,158.390893
-0.128194,13,159.397396
0.605887,16,160.600438
0.36505,13,161.647862
0.568538,21,163.271617
1.74006,17,164.574384
-0.118317,13,165.614659
1.477302,22,167.318535
-0.127973,13,168.342068
1.871342,21,169.90752
2.164377,14,182.052361
0.298216,14,183.143607
0.331322,15,184.279805
-0.120262,13,185.234143
0.506234,17,186.534348
-0.140202,16,187.781734
1.520536,20,189.289357
1.305783,13,190.270766
0.362875,18,191.694367
0.285836,13,192.641165
