#{"t_start": 1692863427.2503164, "env_id": null}
r,l,t
3.416709,19,2.874962
1.531287,19,4.350324
1.511126,25,6.353969
-0.12034,13,7.314331
-0.141881,17,8.633941
3.686348,21,10.25123
0.992144,22,11.914049
-0.113787,13,12.958929
-0.131052,14,14.063715
-0.12612,17,15.38239
-0.120363,13,16.407292
1.788819,15,17.554389
0.266475,16,18.840753
0.689541,15,20.027313
2.121953,27,22.162566
0.439452,18,23.571643
3.091546,24,25.432978
5.228851,41,28.656497
-0.118314,12,29.621799
0.148991,15,30.781501
-0.11051,13,31.75143
0.394582,18,33.166718
-0.118704,13,34.211214
2.298225,21,35.856447
0.180621,13,36.850658
0.206829,17,38.177204
0.710633,18,39.641132
-0.03532,15,40.800021
-0.129179,14,41.956832
-0.119381,13,42.909344
1.353053,16,44.157163
-0.113101,13,45.208532
0.460936,13,46.206234
1.416052,24,48.019094
2.768994,22,49.763465
1.404698,27,51.861698
-0.127008,13,52.902885
0.438658,20,54.469014
0.291787,16,55.72998
0.395051,16,56.9594
-0.11397,12,57.927419
1.076712,13,58.978303
0.211923,16,60.177649
-0.155667,17,61.562892
2.248947,24,63.418132
0.159906,13,64.465264
-0.123616,15,65.631784
-0.113709,13,66.645958
1.374998,14,67.690386
0.618319,16,68.9519
0.020985,16,70.194925
0.875596,22,71.957071
0.431586,13,72.917569
0.287386,14,74.078398
0.630694,17,75.367396
-0.135867,14,76.41711
2.722247,20,78.006178
-0.127484,15,79.142015
-0.119147,14,80.261862
0.086958,12,81.195357
0.216929,16,92.204399
0.242538,13,93.227215
0.275032,13,94.233819
0.481342,15,95.387161
1.992001,15,96.554842
0.384763,13,97.598135
0.153309,14,98.628759
0.249508,13,99.665339
0.361388,20,101.274174
1.212094,22,102.959638
-0.111933,12,103.888743
3.780932,27,105.970346
0.086993,12,106.906097
-0.131532,14,107.999303
2.402948,20,109.536543
0.433874,14,110.633211
1.088815,23,112.370905
-0.117999,15,113.504649
0.094214,14,114.592193
1.513853,20,116.116621
-0.113727,12,117.062737
3.025502,22,118.805926
0.219041,19,120.264188
5.90011,19,121.756871
0.301673,13,122.759797
1.420992,16,124.00501
1.076586,17,125.353862
-0.11739,14,126.433859
0.200388,16,127.709278
-0.121435,18,129.108975
1.722908,29,131.375705
-0.062885,13,132.340027
1.134043,19,133.805266
0.231433,16,135.018285
3.024429,15,136.195265
-0.109155,12,137.191594
-0.066413,21,138.839522
0.097393,16,140.073775
-0.135314,14,141.130576
0.154877,13,142.133373
1.153633,17,143.410931
0.19767,12,144.362531
0.173434,13,145.309358
1.237604,28,147.487778
1.089514,15,148.606642
0.076492,13,149.647298
0.449007,12,150.526289
4.017957,23,152.272115
0.698374,14,153.353289
-0.084393,14,154.439732
5.634891,37,157.17128
1.570685,24,159.043886
0.513114,14,160.077847
4.659453,31,162.551973
3.454365,28,164.705609
1.222888,14,165.804576
-0.115689,12,166.732485
0.569437,16,167.998785
1.92011,15,169.129883
1.808726,25,182.115175
0.156455,16,183.301278
0.566504,17,184.568274
1.477022,23,186.349264
1.076011,20,187.899566
1.495574,16,189.133438
0.251372,13,190.082538
-0.111634,12,191.042392
0.248906,17,192.30818
-0.146451,15,193.527317
2.440517,22,195.246387
2.488846,18,196.571683
2.738194,21,198.205645
-0.144573,16,199.405109
0.141773,13,200.394256
0.306688,15,201.502792
0.146999,18,202.840593
0.30628,15,204.059889
-0.109412,12,204.982975
-0.116496,13,205.951496
0.567486,14,207.053723
0.95502,14,208.180165
-0.123965,13,209.109357
2.235349,28,211.218894
0.720823,15,212.354289
7.372225,21,213.944865
1.255564,13,214.929928
-0.135989,14,216.025428
0.398704,15,217.153333
0.78387,14,218.282804
2.82164,19,219.714238
5.35384,29,221.952046
1.105973,15,223.072802
1.89188,16,224.284788
-0.122416,13,225.274134
-0.113579,13,226.245218
-0.114486,13,227.247023
0.219915,14,228.314349
0.908833,21,229.899687
1.304505,20,231.46046
-0.116311,12,232.361752
1.826644,16,233.588248
1.243024,16,234.840635
0.751347,15,235.963136
0.287259,15,237.08595
2.52715,16,238.314199
1.392794,14,239.310224
0.638037,15,240.486907
5.438721,39,243.536389
2.582381,25,245.454085
4.927493,28,247.515093
-0.059813,14,248.586003
0.544678,19,250.016341
3.975756,32,252.401148
-0.123089,14,253.510583
0.522606,14,254.521452
0.385854,13,255.514169
0.277262,13,256.497746
0.30689,15,257.667948
-0.009733,15,258.76255
3.412188,19,269.82504
1.006259,13,270.804633
0.151912,15,271.947185
3.613103,19,273.486941
1.895594,21,275.08449
0.145351,16,276.288184
0.773224,20,277.7889
0.885452,14,278.8691
2.310393,34,281.443655
2.655808,22,283.13382
2.633511,16,284.289043
-0.155766,18,285.662527
1.131032,25,287.519317
1.167006,14,288.554519
0.174522,23,290.33285
1.687862,15,291.525734
0.10555,13,292.499412
-0.118302,12,293.409075
-0.102302,12,294.330589
0.236066,16,295.539594
1.554865,23,297.285714
1.305108,16,298.54038
0.693372,17,299.816549
-0.128876,13,300.803307
2.649445,23,302.531584
1.867377,25,304.388618
0.385824,17,305.713574
0.275733,13,306.725267
0.660383,14,307.81843
0.235227,13,308.822143
1.003874,14,309.924923
0.08039,13,310.895514
1.08405,14,311.973381
0.217101,13,312.97403
1.511277,25,314.849568
-0.123535,13,315.886382
-0.118883,13,316.871588
2.132914,16,318.077647
-0.133916,16,319.328508
-0.127211,13,320.342075
3.89839,26,322.330353
2.456345,19,323.730745
0.272066,16,324.911159
1.918773,15,326.040261
2.489475,26,328.062734
1.936258,19,329.52334
-0.111145,13,330.469617
1.142419,15,331.634682
3.130109,27,333.726342
-0.108031,13,334.685293
3.709114,27,336.752511
0.344661,12,337.690231
0.677762,16,338.936956
0.16841,12,339.874882
5.121704,42,343.097549
-0.117041,12,344.011885
0.06871,14,345.097358
2.039594,15,346.224143
3.477514,19,358.056346
4.024488,17,359.352828
