#{"t_start": 1693738337.7788692, "env_id": null}
r,l,t
-0.021644,13,5.113699
3.951859,20,8.989861
0.625316,26,14.168279
1.443609,16,17.382268
6.617593,28,22.950494
0.600299,30,28.80281
1.684313,37,36.158046
3.754295,35,43.081692
2.602187,24,47.800236
0.106112,24,52.483556
0.539338,14,55.314309
5.55688,23,59.843348
5.82341,28,65.394777
0.630784,22,69.81984
0.812366,18,73.433918
0.033126,18,76.904202
1.658142,27,82.170745
0.590104,26,87.374158
1.03155,32,93.597504
0.859955,23,98.197385
5.959091,30,105.608919
0.155309,15,108.473546
0.467193,30,114.454816
-0.005551,15,117.397908
3.27278,61,129.48927
0.241392,18,133.115087
0.447613,19,136.95724
0.258253,15,139.812428
0.033097,15,142.817809
0.270498,15,145.806663
1.004746,19,149.631985
5.508657,33,156.091812
0.083135,15,159.090764
0.406149,24,163.78002
0.706038,20,167.65434
0.525644,22,171.970752
0.382739,16,175.155547
1.064682,22,179.519439
0.688126,26,184.706672
1.573267,20,188.709182
2.441394,28,194.189582
0.612586,19,198.008229
1.185396,20,201.890437
1.049911,31,209.661323
4.640153,21,213.828879
1.119272,18,217.391791
0.93579,23,222.009534
13.527126,59,233.718611
1.78803,27,239.116565
4.155654,21,243.334019
0.924316,19,247.115071
1.267001,19,250.91383
3.566784,23,255.513775
4.874558,18,259.131579
0.097374,16,262.286715
0.043945,16,265.340443
0.112281,20,269.317451
2.858975,27,274.638445
0.937817,23,279.240902
1.756334,20,283.133869
0.359862,17,286.528816
1.188304,19,290.199152
13.506614,39,297.934647
2.628976,33,304.50529
5.355501,22,308.847065
3.430895,28,316.809232
5.798689,35,323.762082
6.124646,26,328.915885
1.236245,19,332.662976
4.959343,29,338.464456
1.088513,24,343.211606
6.170574,36,350.326946
4.69802,18,353.834721
5.332012,24,358.624546
9.319667,36,365.658555
10.870468,34,372.446441
2.096753,25,377.377995
4.875086,24,382.12797
3.560222,30,388.052764
1.527384,22,392.336257
7.144882,33,398.885507
11.845516,40,406.924041
3.799379,19,410.724897
2.5941,24,417.025678
11.586723,32,423.313818
4.33115,20,427.357649
4.887693,33,433.939222
7.700025,29,439.725064
4.660971,20,443.715747
1.050442,16,446.958063
0.055359,14,449.751729
-0.087246,16,452.802397
11.112121,34,459.573152
11.618249,35,466.597148
14.421774,36,473.710628
1.105126,22,477.990927
12.254952,37,485.337057
4.813885,23,489.886068
